,norse_poems,norse_poems_italics,link,name,abbreviation
49,"‘Kunna hugða ek þik konung myndu,         þann es á Kvinnum býr, 
dróttin Norðmanna;         djúpum ræðr hann kjólum, 
roðnum rǫndum         ok rauðum skjǫldum, 
tjǫrgum ôrum         ok tjǫldum drifnum. ","‘Kunna hugða ek þik konung myndu,         þann es á Kvinnum býr, 
dróttin Norðmanna;         djúpum ræðr hann kjólum, 
roðnum rǫndum         ok rauðum skjǫldum, 
tjǫrgum ôrum         ok tjǫldum drifnum. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
50,"‘Úti vill jól drekka,         ef skal einn ráða, 
fylkir inn framlyndi,         ok Freys leik heyja. 
Ungr leiddisk eldvelli         ok inni at sitja, 
varma dyngju         eða vǫttu dúns fulla. ","‘Úti vill jól drekka,         ef skal einn ráða, 
fylkir inn framlyndi,         ok Freys leik heyja. 
Ungr leiddisk eldvelli         ok inni at sitja, 
varma dyngju         eða vǫttu dúns fulla. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
51,"‘Heyrðir þú, í Hafrsfirði         hvé hizug barðisk 
konungr inn kynstóri         við Kjǫtva inn auðlagða? 
Knerrir kvômu austan         kapps of lystir 
með gínǫndum hǫfðum         ok grǫfnum tinglum. ","‘Heyrðir þú, í Hafrsfirði         hvé hizug barðisk 
konungr inn kynstóri         við Kjǫtva inn auðlagða? 
Knerrir kvômu austan         kapps of lystir 
með gínǫndum hǫfðum         ok grǫfnum tinglum. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
52,"‘Hlaðnir vôru þeir hǫlða         ok hvítra skjalda, 
vigra vestrœnna         ok valskra sverða. 
Grenjuðu berserkir;         guðr vas þeim á sinnum; 
emjuðu ulfheðnar         ok ísǫrn dúðu. ","‘Hlaðnir vôru þeir hǫlða         ok hvítra skjalda, 
vigra vestrœnna         ok valskra sverða. 
Grenjuðu berserkir;         guðr vas þeim á sinnum; 
emjuðu ulfheðnar         ok ísǫrn dúðu. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
53,"‘Freistuðu ins framráða,         es þeim flýja kenndi, 
allvalds austmanna,         es býr at Útsteini. 
Stóðum Nǫkkva brá stillir,         es honum vas styrjar væni; 
hlǫmmun vas á hlífum,         áðr Haklangr felli. ","‘Freistuðu ins framráða,         es þeim flýja kenndi, 
allvalds austmanna,         es býr at Útsteini. 
Stóðum Nǫkkva brá stillir,         es honum vas styrjar væni; 
hlǫmmun vas á hlífum,         áðr Haklangr felli. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
54,"‘Leiddisk þá fyr Lúfu         landi at halda 
hilmi inum halsdigra;         holm lét sér at skjaldi. 
Slógusk und sessþiljur,         es sárir vôru; 
létu upp stjǫlu stúpa;         stungu í kjǫl hǫfðum. ","‘Leiddisk þá fyr Lúfu         landi at halda 
hilmi inum halsdigra;         holm lét sér at skjaldi. 
Slógusk und sessþiljur,         es sárir vôru; 
létu upp stjǫlu stúpa;         stungu í kjǫl hǫfðum. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
55,"‘Á baki létu blíkja         — barðir vôru grjóti — 
Sváfnis salnæfrar         seggir hyggjandi. 
Œstusk austkylfur         ok of Jaðar hljópu 
heim ór Hafrsfirði         ok hugðu á mjǫðdrykkju. ","‘Á baki létu blíkja         — barðir vôru grjóti — 
Sváfnis salnæfrar         seggir hyggjandi. 
Œstusk austkylfur         ok of Jaðar hljópu 
heim ór Hafrsfirði         ok hugðu á mjǫðdrykkju. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
56,"‘Valr lá þar á sandi         vitinn inum eineygja 
Friggjar faðmbyggvi;         fǫgnuðum dôð slíkri. ","‘Valr lá þar á sandi         vitinn inum eineygja 
Friggjar faðmbyggvi;         fǫgnuðum dôð slíkri. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
57,"‘Annat skulu þær eiga,         ambáttir Ragnhildar, 
dísir dramblátar,         at drykkjumôlum, 
an ér séð herg<i>au</i>pur,         es Haraldr hafi 
sveltar valdreyra*,         en verar þeira bræði. ","‘Annat skulu þær eiga,         ambáttir Ragnhildar, 
dísir dramblátar,         at drykkjumôlum, 
an ér séð hergaupur,         es Haraldr hafi 
sveltar valdreyra*,         en verar þeira bræði. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
58,"‘Hafnaði Holmrygjum              ok Hǫrða meyjum, 
hverri inni heinversku         ok Hǫlga ættar 
konungr inn kynstóri,         es tók konu ina dǫnsku.’ ","‘Hafnaði Holmrygjum              ok Hǫrða meyjum, 
hverri inni heinversku         ok Hǫlga ættar 
konungr inn kynstóri,         es tók konu ina dǫnsku.’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
59,"‘Hversu es fégjafal<i>l</i>,         þeim es fold verja, 
ítr* ógnflýtir         við íþróttarmenn sína?’ ","‘Hversu es fégjafall,         þeim es fold verja, 
ítr* ógnflýtir         við íþróttarmenn sína?’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
60,"‘Mjǫk eru re<i>i</i>fðir         rógbirtingar, 
þeir es í Haralds túni         húnum verpa. 
* Féi eru þeir gœddir         ok fǫgrum mætum, 
malmi húnlenzkum         ok mani austrœnu. ","‘Mjǫk eru reifðir         rógbirtingar, 
þeir es í Haralds túni         húnum verpa. 
* Féi eru þeir gœddir         ok fǫgrum mætum, 
malmi húnlenzkum         ok mani austrœnu. ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
61,"‘Þá eru þeir reifir,         es vitu rómu væni, 
ǫrvir upp at hlaupa         ok árar at sveigja, 
hǫmlur at brjóta         en hái at slíta; 
ríkuliga hygg ek þá vǫrru þeysa         at vísa ráði.’ ","‘Þá eru þeir reifir,         es vitu rómu væni, 
ǫrvir upp at hlaupa         ok árar at sveigja, 
hǫmlur at brjóta         en hái at slíta; 
ríkuliga hygg ek þá vǫrru þeysa         at vísa ráði.’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
62,"‘At skalda reiðu vil ek þik spyrja,         alls þykkisk skil vita; 
greppa ferðir         þú munt gǫrla kunna, 
        þeira es með Haraldi hafask.’ ","‘At skalda reiðu vil ek þik spyrja,         alls þykkisk skil vita; 
greppa ferðir         þú munt gǫrla kunna, 
        þeira es með Haraldi hafask.’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
63,"‘Á gerðum sér þeira         ok á gollbaugum, 
        at þeir eru í kunnleikum við konung: 
feldum ráða þeir rauðum,         <i>f</i>ôðum rǫndum, 
sverðum silfrvǫfðum,         serkjum hringofnum, 
gyltum an<i>d</i>fetlum         ok grǫfnum hjǫlmum, 
hringum handbærum,         es þeim Haraldr valði.’ ","‘Á gerðum sér þeira         ok á gollbaugum, 
        at þeir eru í kunnleikum við konung: 
feldum ráða þeir rauðum,         fôðum rǫndum, 
sverðum silfrvǫfðum,         serkjum hringofnum, 
gyltum andfetlum         ok grǫfnum hjǫlmum, 
hringum handbærum,         es þeim Haraldr valði.’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
64,"‘At berserkja reiðu vil ek þik spyrja,         bergir hræsævar: 
hversu es fengit,         þeim es í folk vaða, 
        vígdjǫrfum verum?’ ","‘At berserkja reiðu vil ek þik spyrja,         bergir hræsævar: 
hversu es fengit,         þeim es í folk vaða, 
        vígdjǫrfum verum?’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
65,"‘Ulfheðnar heita,         þeir es í orrostu 
        blóðgar randir bera; 
vigrar rjóða,         es til vígs koma; 
        þeim es þar sist saman. 
Áræðismǫnnum einum,         hygg ek, þar undir fel<i>i</i>sk 
skyli sá inn skilvísi,         þeim es í skjǫld hǫggva.’ ","‘Ulfheðnar heita,         þeir es í orrostu 
        blóðgar randir bera; 
vigrar rjóða,         es til vígs koma; 
        þeim es þar sist saman. 
Áræðismǫnnum einum,         hygg ek, þar undir felisk 
skyli sá inn skilvísi,         þeim es í skjǫld hǫggva.’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
66,"‘At leikurum ok trúðum         hef ek þik lítt fregit; 
hverr es ørgáti         þeira Andaðar 
        at húsum Haralds?’ ","‘At leikurum ok trúðum         hef ek þik lítt fregit; 
hverr es ørgáti         þeira Andaðar 
        at húsum Haralds?’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
67,"‘At hundi elskar Andaðr         ok heimsku drýgir 
eyrnalausum         ok jǫfur hlœgir. 
Hinir eru ok aðrir,         es of eld skulu 
        brennanda spôn bera; 
logǫndum húfum         hafa sér und linda drepit 
        hældræpir halir.’ ","‘At hundi elskar Andaðr         ok heimsku drýgir 
eyrnalausum         ok jǫfur hlœgir. 
Hinir eru ok aðrir,         es of eld skulu 
        brennanda spôn bera; 
logǫndum húfum         hafa sér und linda drepit 
        hældræpir halir.’ ",https://skaldic.org/m.php?p=text&i=1436,Haraldskvæði , Hrafnsmál 
68,"Hildr of réð, því<i>s</i> <i>he</i>ldu 
Hǫ<i>rn</i><i>gráts</i> fyr mér *látri 
(því emk lystr at la<i>sta</i>) 
†<i>lestun</i>d<i>ir</i>† (fǫr þessa). 
Ok †liðbjúgrar <i>leigrar</i>† 
lét <i>æva</i> <i>mik</i> †<i>sævar</i>†; 
<i>eigi</i> <i>mun</i> * <i>við</i> <i>ekkju</i> 
<i>aust</i><i>mann</i>a fǫr s<i>an</i>na<i>sk</i>. ","Hildr of réð, þvís heldu 
Hǫrngráts fyr mér *látri 
(því emk lystr at lasta) 
†lestundir† (fǫr þessa). 
Ok †liðbjúgrar leigrar† 
lét æva mik †sævar†; 
eigi mun * við ekkju 
austmanna fǫr sannask. ",https://skaldic.org/m.php?p=text&i=1437,Lausavísa , Þhorn Lv
69,"<i>Stóðu</i> <i>vér</i> <i>und</i> <i>víðum</i> 
<i>vin</i>dar tjǫlg<i>u</i> <i>linda</i>, 
<i>herkir</i> hyrjar <i>se</i>rkja; 
hvé of v<i>élti</i> <i>þat</i> belti? 
Þat hykk hra<i>mm</i>fjǫt<i>ur</i>s hvǫttu 
<i>Hl</i>ǫkk; fannka<i>t</i> mey rakka 
í bar<i>r</i>skelfis bjalfa 
<i>bjúgs</i> <i>þá</i> <i>ram</i>an <i>smj</i>úga. ","Stóðu vér und víðum 
vindar tjǫlgu linda, 
herkir hyrjar serkja; 
hvé of vélti þat belti? 
Þat hykk hrammfjǫturs hvǫttu 
Hlǫkk; fannkat mey rakka 
í barrskelfis bjalfa 
bjúgs þá raman smjúga. ",https://skaldic.org/m.php?p=text&i=1112,Lausavísa , Auðunn Lv
70,"Lǫg<i>ðis</i> hefr <i>o</i>f lagða 
<i>lauk</i>-<i>Frigg</i> <i>dáin</i> <i>augna</i> 
— <i>skjal</i>vald á þar skalda 
skíðgarðr — saman hvarma. 
Ok ba<i>ndvaniðr</i> b<i>l</i>undar 
bekkjar hjǫr<i>tr</i> í <i>rekkju</i> 
— því hefk f<i>ú</i>r-Gn<i>áar</i> <i>fýris</i> 
<i>fjón</i> — g<i>ol</i>fdái<i>nn</i> s<i>jón</i>um. ","Lǫgðis hefr of lagða 
lauk-Frigg dáin augna 
— skjalvald á þar skalda 
skíðgarðr — saman hvarma. 
Ok bandvaniðr blundar 
bekkjar hjǫrtr í rekkju 
— því hefk fúr-Gnáar fýris 
fjón — golfdáinn sjónum. ",https://skaldic.org/m.php?p=text&i=1335,Lausavísa , Ǫlv Lv
71,"Sékat Hrolfs ór hendi 
né Hrollaugi fljúga 
dǫrr á dolga mengi; 
dugir oss fǫður hefna. 
En í kveld, meðan knýjum, 
of kerstraumi, rómu, 
þegjandi sitr þetta 
Þórir jarl á Mœri. ","Sékat Hrolfs ór hendi 
né Hrollaugi fljúga 
dǫrr á dolga mengi; 
dugir oss fǫður hefna. 
En í kveld, meðan knýjum, 
of kerstraumi, rómu, 
þegjandi sitr þetta 
Þórir jarl á Mœri. ",https://skaldic.org/m.php?p=text&i=1490,Lausavísur , TorfE Lv
72,"Margr verðr sekr at sauðum 
seggr með fǫgru skeggi, 
en ek at ungs í Eyjum 
allvalds sonar falli. 
Hætt segja mér hǫlðar 
við hugfullan stilli; 
Haralds hefk skarð í skildi 
— skala ugga þat — hǫggvit. ","Margr verðr sekr at sauðum 
seggr með fǫgru skeggi, 
en ek at ungs í Eyjum 
allvalds sonar falli. 
Hætt segja mér hǫlðar 
við hugfullan stilli; 
Haralds hefk skarð í skildi 
— skala ugga þat — hǫggvit. ",https://skaldic.org/m.php?p=text&i=1490,Lausavísur , TorfE Lv
73,"Ey munk glaðr, síz geirar 
— gótts vinna þrek manni — 
bǫðfíkinna bragna 
bitu þengils son ungan. 
Þeygi dylk, nema þykki 
— þar fló grár af sôrum 
hræva nagr of holma —
hól undvala gœli. ","Ey munk glaðr, síz geirar 
— gótts vinna þrek manni — 
bǫðfíkinna bragna 
bitu þengils son ungan. 
Þeygi dylk, nema þykki 
— þar fló grár af sôrum 
hræva nagr of holma —
hól undvala gœli. ",https://skaldic.org/m.php?p=text&i=1490,Lausavísur , TorfE Lv
74,"Rekit hefk Rǫgnvalds dauða 
— rétt skiptu því nornir — 
— nús folkstuðill fallinn — 
at fjórðungi mínum. 
Verpið, snarpir sveinar, 
þvít sigri vér rôðum, 
(skatt velk hônum harðan) 
at Háfœtu grjóti. ","Rekit hefk Rǫgnvalds dauða 
— rétt skiptu því nornir — 
— nús folkstuðill fallinn — 
at fjórðungi mínum. 
Verpið, snarpir sveinar, 
þvít sigri vér rôðum, 
(skatt velk hônum harðan) 
at Háfœtu grjóti. ",https://skaldic.org/m.php?p=text&i=1490,Lausavísur , TorfE Lv
75,"Eru til míns fjǫrs margir 
menn of sannar deilðir 
ór ýmissum ôttum 
ósmábornir gjarnir. 
En þó vitu þeygi 
þeir, áðr mik hafi felldan, 
hverr ilþorna arnar 
undir hlýtr at standa. ","Eru til míns fjǫrs margir 
menn of sannar deilðir 
ór ýmissum ôttum 
ósmábornir gjarnir. 
En þó vitu þeygi 
þeir, áðr mik hafi felldan, 
hverr ilþorna arnar 
undir hlýtr at standa. ",https://skaldic.org/m.php?p=text&i=1490,Lausavísur , TorfE Lv
76,"Hafnið Nefju nafna; 
nú rekið gand ór landi 
horskan hǫlða barma; 
hví bellið því, stillir? 
Illts við ulf at ylfask 
Yggs valbríkar slíkan; 
muna við hilmis hjarðir 
hœgr, ef renn til skógar. ","Hafnið Nefju nafna; 
nú rekið gand ór landi 
horskan hǫlða barma; 
hví bellið því, stillir? 
Illts við ulf at ylfask 
Yggs valbríkar slíkan; 
muna við hilmis hjarðir 
hœgr, ef renn til skógar. ",https://skaldic.org/m.php?p=text&i=1264,Lausavísa , Hildr Lv
77,"Þats vô lítil,         at vér síðim 
karla bǫrn         ok kerlinga, 
es Rǫgnvaldr síðr         réttilbeini 
hróðmǫgr Haralds         á Haðalandi. ","Þats vô lítil,         at vér síðim 
karla bǫrn         ok kerlinga, 
es Rǫgnvaldr síðr         réttilbeini 
hróðmǫgr Haralds         á Haðalandi. ",https://skaldic.org/m.php?p=text&i=1501,Lausavísa , Vitg Lv
78,"Bragningr réð í blóði 
— beið herr konungs reiði — 
— hús lutu opt fyr eisum — 
óþjóðar slǫg rjóða. ","Bragningr réð í blóði 
— beið herr konungs reiði — 
— hús lutu opt fyr eisum — 
óþjóðar slǫg rjóða. ",https://skaldic.org/m.php?p=text&i=1286,Sendibítr , Jór Send
79,"Harald frák, Halfdan, spyrja 
herðibrǫgð, en lǫgðis 
sýnisk svartleitr reyni 
sjá bragr, inn hárfagra. ","Harald frák, Halfdan, spyrja 
herðibrǫgð, en lǫgðis 
sýnisk svartleitr reyni 
sjá bragr, inn hárfagra. ",https://skaldic.org/m.php?p=text&i=1286,Sendibítr , Jór Send
80,"Þvít ríkr konungr rekka, 
reyr undlagar dreyra 
morðs þás merkja þorðu 
magnendr, <i>b</i>jó<i>sk</i> at fagna. ","Þvít ríkr konungr rekka, 
reyr undlagar dreyra 
morðs þás merkja þorðu 
magnendr, bjósk at fagna. ",https://skaldic.org/m.php?p=text&i=1286,Sendibítr , Jór Send
81,"Hvar vit<i>u</i> einka ǫrvir 
ǫrveðrs frama gǫr<i>van</i> 
tinglrýrǫndum tungla 
tveir jǫfrar veg meira, 
an geðharðir gerð<i>u</i> 
golls landr<i>ekar</i> þollum 
— upp angr of hófsk yngva — 
óblind<i>s</i> fyr lof Sindra? ","Hvar vitu einka ǫrvir 
ǫrveðrs frama gǫrvan 
tinglrýrǫndum tungla 
tveir jǫfrar veg meira, 
an geðharðir gerðu 
golls landrekar þollum 
— upp angr of hófsk yngva — 
óblinds fyr lof Sindra? ",https://skaldic.org/m.php?p=text&i=1286,Sendibítr , Jór Send
82,"Hróðr vann hringa stríði<i>r</i> 
Haralds framm kveðin<i>n</i> ramman; 
Goðþormr hlaut af gæti 
góð laun kveðins óðar. 
Raunframra brá rimmu 
runnr skjǫldunga gunnar; 
áðr bjósk herr til hjǫrva 
hreggs dǫglinga tveggja. ","Hróðr vann hringa stríðir 
Haralds framm kveðinn ramman; 
Goðþormr hlaut af gæti 
góð laun kveðins óðar. 
Raunframra brá rimmu 
runnr skjǫldunga gunnar; 
áðr bjósk herr til hjǫrva 
hreggs dǫglinga tveggja. ",https://skaldic.org/m.php?p=text&i=1286,Sendibítr , Jór Send
83,"Hô- reið á bak bôru 
borðhesti -kun <i>v</i>estan; 
skǫ<i>r</i>ungr léta brim bíta 
bǫrð, es gramr hefr Fjǫrðu. ","Hô- reið á bak bôru 
borðhesti -kun vestan; 
skǫrungr léta brim bíta 
bǫrð, es gramr hefr Fjǫrðu. ",https://skaldic.org/m.php?p=text&i=1225,Lausavísa , Gunnh Lv
84,"Vel launa mér mínir 
menn — <i>œ</i>xlum styr þenna — 
— hríð vex Hamðis klæða — 
hodd ok rekna brodda. ","Vel launa mér mínir 
menn — œxlum styr þenna — 
— hríð vex Hamðis klæða — 
hodd ok rekna brodda. ",https://skaldic.org/m.php?p=text&i=1240,Lausavísa , Hákg Lv
85,"Bifrauknum trað bekkjar
blárǫst konungr ôrum;
mætr hlóð mildingr Jótum
Mistar vífs í drífu.
Svangœðir rak síðan
sótt Jalfaðar flótta
— hrót Giljaðar hylja —
hrafnvíns at mun sínum.","Bifrauknum trað bekkjar
blárǫst konungr ôrum;
mætr hlóð mildingr Jótum
Mistar vífs í drífu.
Svangœðir rak síðan
sótt Jalfaðar flótta
— hrót Giljaðar hylja —
hrafnvíns at mun sínum.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
86,"Almdrósar fór eisu
élrunnr mǫrum sunnan
trjónu tingls á grœna
tveim einum selmeina,
þás ellifu allar
allreiðr Dana skeiðar
Valsendir <i>h</i>rauð vandar
víðfrægr at þat síðan.","Almdrósar fór eisu
élrunnr mǫrum sunnan
trjónu tingls á grœna
tveim einum selmeina,
þás ellifu allar
allreiðr Dana skeiðar
Valsendir hrauð vandar
víðfrægr at þat síðan.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
87,"Selund náði þá síðan 
sóknheggr und sik leggja
vals ok Vinða frelsi
víð Skáneyjar síðu.","Selund náði þá síðan 
sóknheggr und sik leggja
vals ok Vinða frelsi
víð Skáneyjar síðu.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
88,"Skattgilda vann skyldir
skautjalfaðar Gauta;
gollskýflir vann gjǫflastr
geirveðr í fǫr þeiri.","Skattgilda vann skyldir
skautjalfaðar Gauta;
gollskýflir vann gjǫflastr
geirveðr í fǫr þeiri.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
89,"Ok sóknhattar setti
svellrjóðr at því fljóði
Ónars eiki grónu
austr geðbœti hraustan,
þann, es áðr frá Írum
íðvandr of kom skíðum
salbrigðandi Sveigðis
svanvangs liði þangat.","Ok sóknhattar setti
svellrjóðr at því fljóði
Ónars eiki grónu
austr geðbœti hraustan,
þann, es áðr frá Írum
íðvandr of kom skíðum
salbrigðandi Sveigðis
svanvangs liði þangat.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
90,"Valþagnar lét vegnum
vígnestr saman bresta
handar vafs of hǫfðum
hlymmildingum gildir.
Þar gekk Njǫrðr af Nirði
nadds hámána raddar
valbrands víðra landa
vápnunduðum sunda.","Valþagnar lét vegnum
vígnestr saman bresta
handar vafs of hǫfðum
hlymmildingum gildir.
Þar gekk Njǫrðr af Nirði
nadds hámána raddar
valbrands víðra landa
vápnunduðum sunda.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
91,"Almdrógar varð œgis
opt sinn, en þess minnumk,
barma ǫld fyr Baldri
bensíks vita ríkis.
Bǫðsœkir helt bríkar
brœðr síns ok rak — flœðu
undan — allar kindir
Eireks á haf snekkjum.","Almdrógar varð œgis
opt sinn, en þess minnumk,
barma ǫld fyr Baldri
bensíks vita ríkis.
Bǫðsœkir helt bríkar
brœðr síns ok rak — flœðu
undan — allar kindir
Eireks á haf snekkjum.",https://skaldic.org/m.php?p=text&i=1216,Hákonardrápa , Gsind Hákdr
